city,st,state,lat,lon,county,zip
Aliquippa,PA,Pennsylvania,40.615,-80.26306,Beaver,15001
Allenport,PA,Pennsylvania,0,0,null,null
Allen,PA,Pennsylvania,0,0,null,null
Altoona,PA,Pennsylvania,40.51,-78.4,Blair,16601–16603
Ambler,PA,Pennsylvania,40.155,-75.22028,Montgomery,19002
Ambridge,PA,Pennsylvania,40.59306,-80.22528,Beaver,15003
Apollo,PA,Pennsylvania,40.58417,-79.56444,Armstrong,15613
Applewold,PA,Pennsylvania,40.80861,-79.52222,Armstrong,16201
Archbald,PA,Pennsylvania,41.506383,-75.550512,Lackawanna,null
Arendtsville,PA,Pennsylvania,39.92444,-77.29167,Adams,17303
Armagh,PA,Pennsylvania,40.45944,-79.03056,Indiana,15920
Arnold,PA,Pennsylvania,40.5775,-79.76444,Westmoreland,null
Arona,PA,Pennsylvania,40.26972,-79.66056,Westmoreland,15617
Ashland,PA,Pennsylvania,40.78167,-76.34444,Columbia,17921
Ashley,PA,Pennsylvania,41.21417,-75.89944,Luzerne,18706
Ashville,PA,Pennsylvania,40.55917,-78.54806,Cambria,16613
Aspinwall,PA,Pennsylvania,40.49306,-79.90306,Allegheny,15215
Atglen,PA,Pennsylvania,39.94806,-75.97389,Chester,19310
Athens,PA,Pennsylvania,41.96389,-76.5225,Bradford,18810
Atwood,PA,Pennsylvania,40.74944,-79.26417,Armstrong,null
Auburn,PA,Pennsylvania,40.59583,-76.09278,Schuylkill,17922
Austin,PA,Pennsylvania,41.63083,-78.09361,Potter,16720
Avalon,PA,Pennsylvania,40.50111,-80.06861,Allegheny,15202
Avis,PA,Pennsylvania,41.18528,-77.31639,Clinton,17721
Avoca,PA,Pennsylvania,41.33889,-75.74167,Luzerne,18641
Avondale,PA,Pennsylvania,39.82333,-75.78333,Chester,19311
Avonmore,PA,Pennsylvania,40.52778,-79.46611,Westmoreland,15618
Baden,PA,Pennsylvania,40.63972,-80.22667,Beaver,15005
Baldwin,PA,Pennsylvania,40.35722,-79.96944,Allegheny,15227
Bally,PA,Pennsylvania,40.40111,-75.58833,Berks,19503
Bangor,PA,Pennsylvania,40.86667,-75.21083,Northampton,"18010, 18013"
Barkeyville,PA,Pennsylvania,41.20028,-79.98278,Venango,16038
Bath,PA,Pennsylvania,40.72667,-75.39028,Northampton,18014
Beallsville,PA,Pennsylvania,40.06472,-80.02472,Washington,null
Bear Creek,PA,Pennsylvania,0,0,null,null
Bear Lake,PA,Pennsylvania,41.99278,-79.50556,Warren,16402
Beaver,PA,Pennsylvania,40.69472,-80.3075,Beaver,15009
Beaver Falls,PA,Pennsylvania,40.75889,-80.31972,Beaver,15010
Beaver Meadows,PA,Pennsylvania,40.92833,-75.91278,Carbon,18216
Beaver,PA,Pennsylvania,40.69472,-80.3075,Beaver,15009
Bechtelsville,PA,Pennsylvania,40.37,-75.62861,Berks,19505
Bedford,PA,Pennsylvania,40.01639,-78.50417,Bedford,null
Beech Creek,PA,Pennsylvania,41.07472,-77.58583,Clinton,16822
Bell Acres,PA,Pennsylvania,40.59222,-80.17611,Allegheny,15143
Bellefonte,PA,Pennsylvania,40.91472,-77.77472,Centre,16823
Belle Vernon,PA,Pennsylvania,40.12694,-79.86833,Fayette,null
Bellevue,PA,Pennsylvania,40.49389,-80.05361,Allegheny,15202
Bellwood,PA,Pennsylvania,40.60167,-78.33361,Blair,16617
Ben Avon,PA,Pennsylvania,40.5075,-80.08222,Allegheny,15202
Ben Avon Heights,PA,Pennsylvania,40.51194,-80.07444,Allegheny,15202
Bendersville,PA,Pennsylvania,39.9825,-77.24972,Adams,17306
Benson,PA,Pennsylvania,40.20056,-78.92778,Somerset,15935
Bentleyville,PA,Pennsylvania,40.11972,-80.00611,Washington,15314
Benton,PA,Pennsylvania,0,0,null,null
Berlin,PA,Pennsylvania,39.92139,-78.95,Somerset,15530
Bernville,PA,Pennsylvania,40.43361,-76.11111,Berks,19506
Berrysburg,PA,Pennsylvania,40.6025,-76.81139,Dauphin,17005
Berwick,PA,Pennsylvania,41.05472,-76.23361,Columbia,18603
Bessemer,PA,Pennsylvania,0,0,null,null
Bethany,PA,Pennsylvania,41.61444,-75.28861,Wayne,null
Bethel Park municipality,PA,Pennsylvania,0,0,null,null
Bethlehem,PA,Pennsylvania,40.62611,-75.37556,Lehigh,18015-18018
Big Beaver,PA,Pennsylvania,40.82278,-80.36972,Beaver,null
Biglerville,PA,Pennsylvania,39.93028,-77.24694,Adams,17307
Big Run,PA,Pennsylvania,0,0,null,null
Birdsboro,PA,Pennsylvania,40.26306,-75.80778,Berks,19508
Birmingham,PA,Pennsylvania,0,0,null,null
Blain,PA,Pennsylvania,40.33722,-77.51056,Perry,17006
Blairsville,PA,Pennsylvania,40.43222,-79.26306,Indiana,15717
Blakely,PA,Pennsylvania,41.483,-75.6,Lackawanna,18452
Blawnox,PA,Pennsylvania,40.4925,-79.86111,Allegheny,15238
Bloomfield,PA,Pennsylvania,40.41833,-77.18833,Perry,17068
Blooming Valley,PA,Pennsylvania,41.68028,-80.04222,Crawford,null
Bloomsburg,PA,Pennsylvania,41.004,-76.455,Columbia,17815
Blossburg,PA,Pennsylvania,41.67861,-77.06333,Tioga,16912
Bolivar,PA,Pennsylvania,40.39472,-79.15167,Westmoreland,15923
Bonneauville,PA,Pennsylvania,39.81139,-77.13667,Adams,17325 (Gettysburg)
Boswell,PA,Pennsylvania,40.16028,-79.02778,Somerset,15531
Bowmans,PA,Pennsylvania,0,0,null,null
Boyer,PA,Pennsylvania,0,0,null,null
Brackenridge,PA,Pennsylvania,40.60833,-79.74222,Allegheny,15014
Braddock,PA,Pennsylvania,40.40361,-79.86861,Allegheny,15104
Braddock Hills,PA,Pennsylvania,40.42,-79.86583,Allegheny,15221
Bradford,PA,Pennsylvania,41.95917,-78.64472,McKean,16701
Bradford Woods,PA,Pennsylvania,40.6525,-80.08194,Allegheny,15015
Brentwood,PA,Pennsylvania,40.37444,-79.97611,Allegheny,15227
Briar Creek,PA,Pennsylvania,41.05278,-76.27833,Columbia,null
Bridgeport,PA,Pennsylvania,40.10389,-75.34306,Montgomery,19405
Bridgeville,PA,Pennsylvania,40.35694,-80.10861,Allegheny,15017
Bridgewater,PA,Pennsylvania,40.70389,-80.29667,Beaver,null
Brisbin,PA,Pennsylvania,40.8375,-78.35278,Clearfield,16620
Bristol,PA,Pennsylvania,40.10333,-74.85139,Bucks,19007
Broad Top,PA,Pennsylvania,40.20167,-78.13972,Huntingdon,16621
Brockway,PA,Pennsylvania,41.24778,-78.79139,Jefferson,15824
Brookhaven,PA,Pennsylvania,39.87056,-75.39083,Delaware,19015
Brookville,PA,Pennsylvania,41.15972,-79.08028,Jefferson,15825
Browns,PA,Pennsylvania,0,0,null,null
Brownsville,PA,Pennsylvania,40.02,-79.88944,Fayette,15417
Bruin,PA,Pennsylvania,41.05722,-79.73,Butler,null
Bryn Athyn,PA,Pennsylvania,40.13944,-75.06722,Montgomery,19009
Burgetts,PA,Pennsylvania,0,0,null,null
Burlington,PA,Pennsylvania,41.78278,-76.60861,Bradford,18814
Burnham,PA,Pennsylvania,40.635,-77.56472,Mifflin,17009
Burnside,PA,Pennsylvania,40.81333,-78.78778,Clearfield,15721
Butler,PA,Pennsylvania,40.86056,-79.89472,Butler,16001–16003
California,PA,Pennsylvania,40.06528,-79.89722,Washington,null
Callensburg,PA,Pennsylvania,41.12583,-79.55778,Clarion,16213
Callery,PA,Pennsylvania,40.73972,-80.03722,Butler,null
Callimont,PA,Pennsylvania,39.80139,-78.94889,Somerset,null
Cambridge Springs,PA,Pennsylvania,41.80222,-80.05917,Crawford,null
Camp Hill,PA,Pennsylvania,40.24111,-76.92611,Cumberland,17011
Canonsburg,PA,Pennsylvania,40.26194,-80.185,Washington,null
Canton,PA,Pennsylvania,41.65583,-76.85083,Bradford,17724
Carbondale,PA,Pennsylvania,41.567,-75.5,Lackawanna,18407
Carlisle,PA,Pennsylvania,40.2025,-77.195,Cumberland,"17013, 17015"
Carmichaels,PA,Pennsylvania,39.89778,-79.975,Greene,null
Carnegie,PA,Pennsylvania,40.40694,-80.08667,Allegheny,15106
Carroll,PA,Pennsylvania,0,0,null,null
Carroll Valley,PA,Pennsylvania,39.74778,-77.37889,Adams,17320 (Fairfield)
Cassandra,PA,Pennsylvania,40.40889,-78.64111,Cambria,15925
Casselman,PA,Pennsylvania,39.88583,-79.20917,Somerset,null
Cassville,PA,Pennsylvania,40.29306,-78.02778,Huntingdon,16623
Castle Shannon,PA,Pennsylvania,40.36583,-80.01972,Allegheny,15234
Catasauqua,PA,Pennsylvania,40.65306,-75.4675,Lehigh,18032
Catawissa,PA,Pennsylvania,40.9525,-76.46028,Columbia,17820
Centerport,PA,Pennsylvania,40.48667,-76.00722,Berks,19516
Centerville,PA,Pennsylvania,0,0,null,null
Centerville,PA,Pennsylvania,0,0,null,null
Central,PA,Pennsylvania,0,0,null,null
Centralia,PA,Pennsylvania,40.80333,-76.34167,Columbia,17927 (discontinued 2002[8])17921 (Ashland 2002-present)
Centre Hall,PA,Pennsylvania,40.84417,-77.68472,Centre,16828
Chalfant,PA,Pennsylvania,40.41,-79.83833,Allegheny,null
Chalfont,PA,Pennsylvania,40.28972,-75.21028,Bucks,18914
Chambersburg,PA,Pennsylvania,39.9375,-77.66111,Franklin,"17201, 17202"
Chapman,PA,Pennsylvania,40.76167,-75.40417,Northampton,18014
Charleroi,PA,Pennsylvania,40.13806,-79.90139,Washington,15022
Cherry Tree,PA,Pennsylvania,40.72639,-78.8075,Indiana,15724
Cherry Valley,PA,Pennsylvania,41.15722,-79.79806,Butler,null
Chester,PA,Pennsylvania,39.84722,-75.37278,Delaware,19013
Chester Heights,PA,Pennsylvania,39.88944,-75.47083,Delaware,19017
Chester Hill,PA,Pennsylvania,40.89167,-78.22889,Clearfield,null
Chest Springs,PA,Pennsylvania,40.57889,-78.60972,Cambria,16624
Cheswick,PA,Pennsylvania,40.54167,-79.80028,Allegheny,15024
Chicora,PA,Pennsylvania,40.94944,-79.7425,Butler,16025
Christiana,PA,Pennsylvania,39.95528,-75.99611,Lancaster,17509
Churchill,PA,Pennsylvania,40.43833,-79.84389,Allegheny,null
Clairton,PA,Pennsylvania,40.29639,-79.88722,Allegheny,null
Clarendon,PA,Pennsylvania,41.78111,-79.095,Warren,null
Clarion,PA,Pennsylvania,41.21167,-79.38389,Clarion,16214
Clark,PA,Pennsylvania,41.28194,-80.40972,Mercer,16113
Clarks Green,PA,Pennsylvania,41.49833,-75.69472,Lackawanna,18411
Clarks Summit,PA,Pennsylvania,41.49278,-75.705,Lackawanna,18411
Clarksville,PA,Pennsylvania,39.97417,-80.04472,Greene,null
Claysville,PA,Pennsylvania,40.11889,-80.4125,Washington,null
Clearfield,PA,Pennsylvania,41.0225,-78.44028,Clearfield,16830
Cleona,PA,Pennsylvania,40.33722,-76.47472,Lebanon,17042
Clifton Heights,PA,Pennsylvania,39.92917,-75.29583,Delaware,19018
Clintonville,PA,Pennsylvania,41.19944,-79.87444,Venango,16372
Clymer,PA,Pennsylvania,40.66889,-79.01194,Indiana,15728
Coal Center,PA,Pennsylvania,40.06972,-79.90083,Washington,null
Coaldale,PA,Pennsylvania,0,0,null,null
Coaldale,PA,Pennsylvania,0,0,null,null
Coalmont,PA,Pennsylvania,40.21056,-78.20083,Huntingdon,16678
Coalport,PA,Pennsylvania,40.74806,-78.53444,Clearfield,16627
Coatesville,PA,Pennsylvania,39.98361,-75.81667,Chester,19320
Cochranton,PA,Pennsylvania,41.51944,-80.04889,Crawford,null
Cokeburg,PA,Pennsylvania,40.1,-80.06361,Washington,null
Collegeville,PA,Pennsylvania,40.18556,-75.45833,Montgomery,"19426, 19473"
Collingdale,PA,Pennsylvania,39.91389,-75.27861,Delaware,19023
Columbia,PA,Pennsylvania,40.03306,-76.49667,Lancaster,17512
Colwyn,PA,Pennsylvania,39.91306,-75.25333,Delaware,null
Confluence,PA,Pennsylvania,39.81,-79.35667,Somerset,15424
Conneaut Lake,PA,Pennsylvania,41.60222,-80.30667,Crawford,16316
Conneautville,PA,Pennsylvania,41.75806,-80.36944,Crawford,null
Connellsville,PA,Pennsylvania,40.01611,-79.59,Fayette,15425
Connoquenessing,PA,Pennsylvania,40.81806,-80.01361,Butler,16027
Conshohocken,PA,Pennsylvania,40.07722,-75.30194,Montgomery,19428
Conway,PA,Pennsylvania,40.66333,-80.23611,Beaver,15027
Conyngham,PA,Pennsylvania,40.99,-76.06167,Luzerne,18219
Coopersburg,PA,Pennsylvania,40.51028,-75.39,Lehigh,18036
Coopers,PA,Pennsylvania,0,0,null,null
Coplay,PA,Pennsylvania,40.67056,-75.49528,Lehigh,18037
Coraopolis,PA,Pennsylvania,40.5158167,-80.1627917,Allegheny,15108
Cornwall,PA,Pennsylvania,40.27306,-76.41056,Lebanon,17016
Corry,PA,Pennsylvania,41.920333,-79.640333,Erie,16407
Corsica,PA,Pennsylvania,41.18111,-79.20222,Jefferson,15829
Coudersport,PA,Pennsylvania,41.77389,-78.01861,Potter,16915
Courtdale,PA,Pennsylvania,41.28472,-75.90472,Luzerne,18704
Crafton,PA,Pennsylvania,40.4338694,-80.0681472,Allegheny,15205
Cranesville,PA,Pennsylvania,41.90333,-80.34722,Erie,16410
Creekside,PA,Pennsylvania,40.68028,-79.19139,Indiana,15732
Cresson,PA,Pennsylvania,40.4625,-78.58639,Cambria,16630
Cressona,PA,Pennsylvania,40.63028,-76.19306,Schuylkill,17929
Cross Roads,PA,Pennsylvania,39.81472,-76.57306,York,17322
Curwensville,PA,Pennsylvania,40.97417,-78.52389,Clearfield,16833
Daisy,PA,Pennsylvania,0,0,null,null
Dale,PA,Pennsylvania,40.31056,-78.90389,Cambria,19504
Dallas,PA,Pennsylvania,41.33333,-75.96667,Luzerne,18612
Dallas,PA,Pennsylvania,41.33333,-75.96667,Luzerne,18612
Dalton,PA,Pennsylvania,41.53556,-75.735,Lackawanna,18414
Danville,PA,Pennsylvania,40.96167,-76.61194,Montour,17821  17822
Darby,PA,Pennsylvania,39.91833,-75.25833,Delaware,19023
Darlington,PA,Pennsylvania,40.81,-80.42333,Beaver,16115
Dauphin,PA,Pennsylvania,40.36667,-76.93111,Dauphin,17018
Dawson,PA,Pennsylvania,40.04778,-79.52528,Fayette,null
Dayton,PA,Pennsylvania,40.88111,-79.24139,Armstrong,16222
Deemston,PA,Pennsylvania,40.01889,-80.04389,Washington,null
Deer Lake,PA,Pennsylvania,40.62194,-76.05472,Schuylkill,17961
Delaware Water Gap,PA,Pennsylvania,40.98194,-75.1425,Monroe,18327
Delmont,PA,Pennsylvania,40.41306,-79.57139,Westmoreland,15626
Delta,PA,Pennsylvania,39.72722,-76.32556,York,17314
Denver,PA,Pennsylvania,40.23389,-76.13722,Lancaster,17517
Derry,PA,Pennsylvania,40.33306,-79.30111,Westmoreland,15627
Dickson,PA,Pennsylvania,0,0,null,null
Dillsburg,PA,Pennsylvania,40.11139,-77.03583,York,17019
Donegal,PA,Pennsylvania,40.11167,-79.38194,Westmoreland,15628
Donora,PA,Pennsylvania,40.17583,-79.86139,Washington,15033
Dormont,PA,Pennsylvania,40.39361,-80.0375,Allegheny,15216
Dover,PA,Pennsylvania,40.00389,-76.84944,York,17315
Downing,PA,Pennsylvania,0,0,null,null
Doyles,PA,Pennsylvania,0,0,null,null
Dravosburg,PA,Pennsylvania,40.35028,-79.88944,Allegheny,null
Driftwood,PA,Pennsylvania,41.33889,-78.13556,Cameron,15832
Dublin,PA,Pennsylvania,40.37333,-75.2025,Bucks,18917
DuBois,PA,Pennsylvania,41.12028,-78.76194,Clearfield,15801
Dubois,PA,Pennsylvania,41.12028,-78.76194,Clearfield,15801
Dudley,PA,Pennsylvania,40.20583,-78.17556,Huntingdon,16634
Dunbar,PA,Pennsylvania,39.97667,-79.61472,Fayette,null
Duncannon,PA,Pennsylvania,40.39389,-77.02056,Perry,17020
Duncansville,PA,Pennsylvania,40.425,-78.4325,Blair,16635
Dunlevy,PA,Pennsylvania,40.13806,-79.90139,Washington,null
Dunmore,PA,Pennsylvania,41.4175,-75.62444,Lackawanna,18512
Dupont,PA,Pennsylvania,41.32167,-75.74639,Luzerne,18641
Duquesne,PA,Pennsylvania,40.37,-79.85083,Allegheny,null
Duryea,PA,Pennsylvania,41.34778,-75.75833,Luzerne,18642
Dushore,PA,Pennsylvania,41.52778,-76.40056,Sullivan,18614
Eagles Mere,PA,Pennsylvania,41.41083,-76.58278,Sullivan,17731
East Bangor,PA,Pennsylvania,40.87972,-75.185,Northampton,18013
East Berlin,PA,Pennsylvania,39.93778,-76.98083,Adams,17316
East Brady,PA,Pennsylvania,40.98444,-79.61528,Clarion,16028
East Butler,PA,Pennsylvania,40.87778,-79.84389,Butler,16029
East Conemaugh,PA,Pennsylvania,40.3475,-78.88583,Cambria,null
East Greenville,PA,Pennsylvania,40.40556,-75.50417,Montgomery,18041
East Lansdowne,PA,Pennsylvania,39.94417,-75.26028,Delaware,19050
East McKeesport,PA,Pennsylvania,40.38417,-79.80806,Allegheny,null
Easton,PA,Pennsylvania,40.68833,-75.21639,Northampton,"18040, 18042–18045"
East Petersburg,PA,Pennsylvania,40.1,-76.35278,Lancaster,17520
East Pittsburgh,PA,Pennsylvania,40.39694,-79.84,Allegheny,null
East Prospect,PA,Pennsylvania,39.97139,-76.52056,York,17317
East Rochester,PA,Pennsylvania,40.69806,-80.26806,Beaver,null
East Side,PA,Pennsylvania,41.06083,-75.76389,Carbon,18661
East Stroudsburg,PA,Pennsylvania,41.00139,-75.18,Monroe,18301-18302
Eastvale,PA,Pennsylvania,40.76778,-80.31444,Beaver,null
East Vandergrift,PA,Pennsylvania,40.59833,-79.56194,Westmoreland,15629
East Washington,PA,Pennsylvania,40.17389,-80.23389,Washington,null
Eau Claire,PA,Pennsylvania,41.13528,-79.79778,Butler,16030
Ebensburg,PA,Pennsylvania,40.48639,-78.72556,Cambria,15931
Economy,PA,Pennsylvania,40.63833,-80.185,Beaver,15005
Eddystone,PA,Pennsylvania,39.85944,-75.34083,Delaware,19022
Edgewood,PA,Pennsylvania,0,0,null,null
Edgeworth,PA,Pennsylvania,40.55083,-80.1925,Allegheny,null
Edinboro,PA,Pennsylvania,41.88222,-80.13167,Erie,16412
Edwardsville,PA,Pennsylvania,41.26611,-75.90833,Luzerne,18704
Ehrenfeld,PA,Pennsylvania,40.37222,-78.77639,Cambria,15956
Elco,PA,Pennsylvania,40.07917,-79.87472,Washington,null
Elderton,PA,Pennsylvania,40.695,-79.34333,Armstrong,15736
Eldred,PA,Pennsylvania,41.95667,-78.38361,McKean,16731
Elgin,PA,Pennsylvania,41.90194,-79.74472,Erie,16407
Elizabeth,PA,Pennsylvania,40.27111,-79.88639,Allegheny,15037
Elizabeth,PA,Pennsylvania,40.27111,-79.88639,Allegheny,15037
Elizabethville,PA,Pennsylvania,40.54889,-76.815,Dauphin,17023
Elkland,PA,Pennsylvania,41.98528,-77.31389,Tioga,16920
Ellport,PA,Pennsylvania,40.86028,-80.26194,Lawrence,null
Ellsworth,PA,Pennsylvania,40.10583,-80.02056,Washington,null
Ellwood,PA,Pennsylvania,0,0,null,null
Elverson,PA,Pennsylvania,40.15333,-75.83083,Chester,19520
Emlenton,PA,Pennsylvania,41.17833,-79.71028,Clarion,16373
Emmaus,PA,Pennsylvania,40.53694,-75.49583,Lehigh,"18049, 18098, 18099"
Emporium,PA,Pennsylvania,41.51139,-78.23639,Cameron,15834
Emsworth,PA,Pennsylvania,40.51222,-80.09556,Allegheny,null
Enon Valley,PA,Pennsylvania,40.85639,-80.45611,Lawrence,16120
Ephrata,PA,Pennsylvania,40.18083,-76.1825,Lancaster,17522
Erie,PA,Pennsylvania,42.12944,-80.085,Erie,"16501−16512, 16514−16515, 16522, 16530−16534, 16538, 16541, 16544, 16546, 16550, 16553−16554, 16563, 16565"
Ernest,PA,Pennsylvania,40.6775,-79.16417,Indiana,15739
Etna,PA,Pennsylvania,40.50028,-79.94889,Allegheny,null
Evans,PA,Pennsylvania,0,0,null,null
Everett,PA,Pennsylvania,40.01417,-78.37333,Bedford,15537
Everson,PA,Pennsylvania,40.09056,-79.58694,Fayette,null
Exeter,PA,Pennsylvania,41.32556,-75.81944,Luzerne,null
Export,PA,Pennsylvania,40.41639,-79.62361,Westmoreland,15632
Factoryville,PA,Pennsylvania,41.56417,-75.78139,Wyoming,18419
Fairchance,PA,Pennsylvania,39.82389,-79.75472,Fayette,null
Fairfield,PA,Pennsylvania,39.78722,-77.36944,Adams,17320
Fairview,PA,Pennsylvania,0,0,null,null
Falls Creek,PA,Pennsylvania,41.14361,-78.80333,Clearfield,15840
Fallston,PA,Pennsylvania,40.71972,-80.31,Beaver,null
Farrell,PA,Pennsylvania,41.21167,-80.49417,Mercer,16121
Fawn Grove,PA,Pennsylvania,39.73,-76.45083,York,17321
Fayette,PA,Pennsylvania,0,0,null,null
Felton,PA,Pennsylvania,39.85472,-76.56417,York,17322
Ferndale,PA,Pennsylvania,40.28806,-78.91806,Cambria,15905
Finleyville,PA,Pennsylvania,40.25278,-80.00361,Washington,15332
Fleetwood,PA,Pennsylvania,40.45472,-75.81889,Berks,19522
Flemington,PA,Pennsylvania,41.12639,-77.47139,Clinton,17745
Folcroft,PA,Pennsylvania,39.89333,-75.28083,Delaware,19032
Ford,PA,Pennsylvania,0,0,null,null
Ford Cliff,PA,Pennsylvania,40.76,-79.53639,Armstrong,16228
Forest,PA,Pennsylvania,0,0,null,null
Forest Hills,PA,Pennsylvania,40.42194,-79.85194,Allegheny,15221
Forksville,PA,Pennsylvania,41.49222,-76.60528,Sullivan,18616
Forty Fort,PA,Pennsylvania,41.28333,-75.87333,Luzerne,18704
Fountain Hill,PA,Pennsylvania,40.60083,-75.39639,Lehigh,18015
Foxburg,PA,Pennsylvania,41.14306,-79.68,Clarion,16036
Fox Chapel,PA,Pennsylvania,40.51278,-79.89306,Allegheny,15215 and 15238
Frackville,PA,Pennsylvania,40.78361,-76.23361,Schuylkill,17931
Frankfort Springs,PA,Pennsylvania,40.48028,-80.44083,Beaver,null
Franklin,PA,Pennsylvania,41.39778,-79.83139,Venango,16323
Franklin,PA,Pennsylvania,41.39778,-79.83139,Venango,16323
Franklin Park,PA,Pennsylvania,40.59056,-80.09194,Allegheny,"15090, 15143, 15237"
Franklin,PA,Pennsylvania,41.39778,-79.83139,Venango,16323
Fredonia,PA,Pennsylvania,41.32139,-80.25861,Mercer,16124
Freeburg,PA,Pennsylvania,40.76389,-76.9375,Snyder,null
Freedom,PA,Pennsylvania,40.68444,-80.25167,Beaver,15042
Freeland,PA,Pennsylvania,41.01972,-75.89583,Luzerne,18224
Freemansburg,PA,Pennsylvania,40.62722,-75.33972,Northampton,18017
Freeport,PA,Pennsylvania,40.67444,-79.68639,Armstrong,16229
Friendsville,PA,Pennsylvania,41.91806,-76.04694,Susquehanna,18818
Galeton,PA,Pennsylvania,41.73222,-77.64472,Potter,16922
Gallitzin,PA,Pennsylvania,40.48194,-78.55222,Cambria,16641
Garrett,PA,Pennsylvania,39.86361,-79.06111,Somerset,15542
Geis,PA,Pennsylvania,0,0,null,null
George,PA,Pennsylvania,0,0,null,null
Gettysburg,PA,Pennsylvania,39.82833,-77.23222,Adams,17325
Gilberton,PA,Pennsylvania,40.7975,-76.22583,Schuylkill,17934
Girard,PA,Pennsylvania,42.00583,-80.32139,Erie,16417
Girardville,PA,Pennsylvania,40.79222,-76.28444,Schuylkill,17935
Glasgow,PA,Pennsylvania,40.645,-80.50861,Beaver,null
Glassport,PA,Pennsylvania,40.326919,-79.888693,Allegheny,null
Glen Campbell,PA,Pennsylvania,40.81917,-78.82639,Indiana,15742
Glendon,PA,Pennsylvania,40.66222,-75.23583,Northampton,18042
Glenfield,PA,Pennsylvania,40.51917,-80.13194,Allegheny,null
Glen Hope,PA,Pennsylvania,40.79889,-78.50028,Clearfield,16645
Glenolden,PA,Pennsylvania,39.89889,-75.2925,Delaware,19036
Glen Osborne,PA,Pennsylvania,40.53083,-80.16917,Allegheny,null
Glen Rock,PA,Pennsylvania,39.79333,-76.73139,York,17327
Goldsboro,PA,Pennsylvania,40.15222,-76.75056,York,17319
Gordon,PA,Pennsylvania,40.75083,-76.33944,Schuylkill,17936
Grampian,PA,Pennsylvania,40.96528,-78.61139,Clearfield,16838
Gratz,PA,Pennsylvania,40.60972,-76.71778,Dauphin,17030
Great Bend,PA,Pennsylvania,41.97333,-75.74444,Susquehanna,18821
Greencastle,PA,Pennsylvania,39.78944,-77.72667,Franklin,17225
Green Hills,PA,Pennsylvania,40.11333,-80.29944,Washington,null
Green Lane,PA,Pennsylvania,40.33722,-75.46917,Montgomery,18054
Greensboro,PA,Pennsylvania,39.79278,-79.91222,Greene,null
Greensburg,PA,Pennsylvania,40.29778,-79.54222,Westmoreland,"15601, 15605, 15606"
Green Tree,PA,Pennsylvania,40.415,-80.04972,Allegheny,null
Greenville,PA,Pennsylvania,41.405,-80.38667,Mercer,16125
Grove,PA,Pennsylvania,0,0,null,null
Halifax,PA,Pennsylvania,40.4675,-76.93111,Dauphin,17032
Hallam,PA,Pennsylvania,40.00389,-76.60444,York,17406
Hallstead,PA,Pennsylvania,41.9625,-75.74861,Susquehanna,18822
Hamburg,PA,Pennsylvania,40.55,-75.983,Berks,19526
Hanover,PA,Pennsylvania,39.80722,-76.98472,York,"17331, 17332, 17333, 17335"
Harmony,PA,Pennsylvania,40.80278,-80.12778,Butler,16037
Harrisburg,PA,Pennsylvania,40.26972,-76.87556,Dauphin,"17101-17113, 17120-17130, 17140, 17177"
Harrisville,PA,Pennsylvania,41.135,-80.00972,Butler,16038
Hartleton,PA,Pennsylvania,40.90028,-77.15528,Union,17829
Harveys Lake,PA,Pennsylvania,41.36333,-76.04389,Luzerne,18618
Hastings,PA,Pennsylvania,40.66556,-78.71194,Cambria,16646
Hatboro,PA,Pennsylvania,40.17417,-75.10694,Montgomery,19040
Hatfield,PA,Pennsylvania,40.27806,-75.29889,Montgomery,19440
Hawley,PA,Pennsylvania,41.47639,-75.18333,Wayne,"18428, 18438"
Hawthorn,PA,Pennsylvania,41.02056,-79.27417,Clarion,16230
Haysville,PA,Pennsylvania,40.52556,-80.15889,Allegheny,null
Hazleton,PA,Pennsylvania,40.95889,-75.97444,Luzerne,"18201, 18202"
Heidelberg,PA,Pennsylvania,40.39083,-80.09056,Allegheny,null
Heller,PA,Pennsylvania,0,0,null,null
Hermitage,PA,Pennsylvania,41.2325,-80.46056,Mercer,16148
Herndon,PA,Pennsylvania,40.70417,-76.84333,Northumberland,17830
Highspire,PA,Pennsylvania,40.2075,-76.78472,Dauphin,17034
Hollidaysburg,PA,Pennsylvania,40.43167,-78.39222,Blair,16648
Homer,PA,Pennsylvania,0,0,null,null
Homestead,PA,Pennsylvania,40.4050694,-79.9077861,Allegheny,15120
Homewood,PA,Pennsylvania,40.81389,-80.32972,Beaver,15208
Honesdale,PA,Pennsylvania,41.57417,-75.25583,Wayne,18431[9]
Honey Brook,PA,Pennsylvania,40.09417,-75.90972,Chester,19344
Hooks,PA,Pennsylvania,40.92722,-79.48778,Armstrong,null
Hooversville,PA,Pennsylvania,40.14917,-78.91417,Somerset,15936
Hop Bottom,PA,Pennsylvania,41.705,-75.76556,Susquehanna,18824
Hopewell,PA,Pennsylvania,0,0,null,null
Houston,PA,Pennsylvania,40.24972,-80.21028,Washington,null
Houtzdale,PA,Pennsylvania,40.82611,-78.35167,Clearfield,16651
Howard,PA,Pennsylvania,41.01389,-77.65472,Centre,16841
Hughes,PA,Pennsylvania,0,0,null,null
Hughesville,PA,Pennsylvania,41.24028,-76.72472,Lycoming,17737
Hulmeville,PA,Pennsylvania,40.14333,-74.90722,Bucks,19047
