city,st,state,lat,lon,county,zip
Welcome,MN,Minnesota,43.66722,-94.61889,Martin,56181
Wells,MN,Minnesota,43.7425,-93.72778,Faribault,56097
Wendell,MN,Minnesota,46.03417,-96.09944,Grant,56590
Westbrook,MN,Minnesota,44.0425,-95.43667,Cottonwood,56183
West Concord,MN,Minnesota,44.15028,-92.90111,Dodge,55985
Westport,MN,Minnesota,45.71444,-95.16611,Pope,null
West St. Paul,MN,Minnesota,44.91611,-93.10167,Dakota,55118
West Union,MN,Minnesota,45.79917,-95.08472,Todd,56389
Whalan,MN,Minnesota,43.73167,-91.92778,Fillmore,55949
Wheaton,MN,Minnesota,45.80472,-96.49611,Traverse,56296
White Bear Lake,MN,Minnesota,45.06972,-93.01111,Ramsey,55110
Wilder,MN,Minnesota,43.82806,-95.19944,Jackson,null
Willernie,MN,Minnesota,45.05389,-92.95667,Washington,55090
Williams,MN,Minnesota,48.76861,-94.95444,Lake of the Woods,56686
Willmar,MN,Minnesota,45.11972,-95.04806,Kandiyohi,56201
Willow River,MN,Minnesota,46.32028,-92.83639,Pine,55795
Wilmont,MN,Minnesota,43.76472,-95.82722,Nobles,56185
Wilton,MN,Minnesota,47.50611,-94.99611,Beltrami,"56601, 56687"
Windom,MN,Minnesota,43.86833,-95.11861,Cottonwood,"56101, 56118"
Winger,MN,Minnesota,47.53583,-95.98722,Polk,56592
Winnebago,MN,Minnesota,43.76611,-94.16861,Faribault,56098
Winona,MN,Minnesota,44.05,-91.633,Winona,55987
Winsted,MN,Minnesota,44.96472,-94.0475,McLeod,55395
Winthrop,MN,Minnesota,44.5425,-94.36667,Sibley,55396
Winton,MN,Minnesota,47.92889,-91.80139,St. Louis,55796
Wolf Lake,MN,Minnesota,46.80278,-95.35222,Becker,56593
Wolverton,MN,Minnesota,46.56361,-96.73444,Wilkin,56594
Woodbury,MN,Minnesota,44.91889,-92.93667,Washington,"55125, 55129"
Wood Lake,MN,Minnesota,44.65222,-95.53806,Yellow Medicine,56297
Woodland,MN,Minnesota,44.95167,-93.50889,Hennepin,55391
Woodstock,MN,Minnesota,44.00861,-96.1,Pipestone,56186
Worthington,MN,Minnesota,43.62389,-95.59917,Nobles,56187
Wrenshall,MN,Minnesota,46.62056,-92.38694,Carlton,"55749, 55797"
Wright,MN,Minnesota,46.67194,-93.00694,Carlton,55798
Wykoff,MN,Minnesota,43.7074611,-92.2682611,Fillmore,55990
Wyoming,MN,Minnesota,45.335,-92.99361,Chisago,55092
Zemple,MN,Minnesota,47.32028,-93.79556,Itasca,56636
Zimmerman,MN,Minnesota,45.44389,-93.59083,Sherburne,55398
Zumbro Falls,MN,Minnesota,44.28333,-92.42472,Wabasha,55991
Zumbrota,MN,Minnesota,44.29278,-92.67167,Goodhue,55992
Abbeville,MS,Mississippi,34.50444,-89.50083,Lafayette,38601
Aberdeen,MS,Mississippi,33.82444,-88.54972,Monroe,39730
Ackerman,MS,Mississippi,33.31139,-89.17472,Choctaw,39735
Algoma,MS,Mississippi,34.17556,-89.03222,Pontotoc,38820
Alligator,MS,Mississippi,34.08861,-90.72056,Bolivar,38720
Amory,MS,Mississippi,33.98722,-88.48389,Monroe,38821
Anguilla,MS,Mississippi,32.97389,-90.82972,Sharkey,38721
Arcola,MS,Mississippi,33.27,-90.88028,Washington,38722
Artesia,MS,Mississippi,33.41611,-88.64528,Lowndes,39736
Ashland,MS,Mississippi,34.8325,-89.17917,Benton,38603
Baldwyn,MS,Mississippi,34.50889,-88.63944,Lee,"38824, 38849"
Bassfield,MS,Mississippi,31.49722,-89.74611,Jefferson Davis,39421
Batesville,MS,Mississippi,34.31778,-89.9425,Panola,38606
Bay St. Louis,MS,Mississippi,30.31472,-89.34417,Hancock,"39520, 39521, 39522"
Bay Springs,MS,Mississippi,31.97667,-89.27944,Jasper,39422
Beaumont,MS,Mississippi,31.16806,-88.9225,Perry,39423
Beauregard,MS,Mississippi,31.72167,-90.38806,Copiah,null
Belmont,MS,Mississippi,34.50778,-88.20833,Tishomingo,38827
Belzoni,MS,Mississippi,33.1817,-90.485,Humphreys,39038
Benoit,MS,Mississippi,33.65056,-91.00861,Bolivar,38725
Bentonia,MS,Mississippi,32.64389,-90.36806,Yazoo,39040
Beulah,MS,Mississippi,33.79056,-90.98056,Bolivar,38726
Big Creek,MS,Mississippi,33.84694,-89.4125,Calhoun,38914
Biloxi,MS,Mississippi,30.41194,-88.92778,Harrison,"39530–39535, 39540"
Blue Mountain,MS,Mississippi,34.67056,-89.02861,Tippah,38610
Blue Springs,MS,Mississippi,34.40306,-88.87278,Union,38828
Bolton,MS,Mississippi,32.35167,-90.46,Hinds,39041
Booneville,MS,Mississippi,34.66111,-88.56139,Prentiss,38829
Boyle,MS,Mississippi,33.70472,-90.72583,Bolivar,38730
Brandon,MS,Mississippi,32.28028,-89.99833,Rankin,"39042, 39043, 39047"
Braxton,MS,Mississippi,32.02389,-89.97056,Simpson,39044
Brookhaven,MS,Mississippi,31.58194,-90.44306,Lincoln,39601-39603
Brooksville,MS,Mississippi,33.23278,-88.58167,Noxubee,39739
Bruce,MS,Mississippi,33.99194,-89.34222,Calhoun,38915
Bude,MS,Mississippi,31.46333,-90.84667,Franklin,39630
Burnsville,MS,Mississippi,34.84056,-88.31472,Tishomingo,38833
Byhalia,MS,Mississippi,34.86944,-89.68806,Marshall,38611
Byram,MS,Mississippi,32.19417,-90.27,Hinds,39272
Caledonia,MS,Mississippi,33.68278,-88.32444,Lowndes,null
Calhoun,MS,Mississippi,33.85694,-89.31333,Calhoun,"38916, 38955"
Canton,MS,Mississippi,32.61194,-90.03167,Madison,39046
Carrollton,MS,Mississippi,33.505,-89.92278,Carroll,38917
Carthage,MS,Mississippi,32.74139,-89.535,Leake,39051
Cary,MS,Mississippi,32.80722,-90.92556,Sharkey,39054
Centreville,MS,Mississippi,31.08583,-91.065,Amite,39631
Charleston,MS,Mississippi,34.0075,-90.05389,Tallahatchie,"38921, 38958"
Chunky,MS,Mississippi,32.32583,-88.92806,Newton,39323
Clarksdale,MS,Mississippi,34.2,-90.567,Coahoma,"38614, 38669"
Cleveland,MS,Mississippi,33.74389,-90.72472,Bolivar,38732-38733
Clinton,MS,Mississippi,32.34167,-90.32167,Hinds,"39056, 39058,39060 (P.O. boxes)"
Coahoma,MS,Mississippi,34.36583,-90.52167,Coahoma,38617
Coffeeville,MS,Mississippi,33.97778,-89.67722,Yalobusha,38922
Coldwater,MS,Mississippi,34.68972,-89.97389,Tate,38618
Collins,MS,Mississippi,31.64222,-89.55944,Covington,39428
Columbia,MS,Mississippi,31.25667,-89.82889,Marion,39429
Columbus,MS,Mississippi,33.50167,-88.415,Lowndes,39701-39705
Como,MS,Mississippi,34.51333,-89.94139,Panola,38619
Corinth,MS,Mississippi,34.93722,-88.51528,Alcorn,38834–38835
Courtland,MS,Mississippi,34.23917,-89.94278,Panola,38620
Crawford,MS,Mississippi,33.30611,-88.62194,Lowndes,39743
Crenshaw,MS,Mississippi,34.50278,-90.19583,Panola,38621
Crosby,MS,Mississippi,31.27889,-91.06139,Amite,39633
Crowder,MS,Mississippi,34.17306,-90.13639,Panola,38622
Cruger,MS,Mississippi,33.32083,-90.235,Holmes,38924
Crystal Springs,MS,Mississippi,31.98806,-90.35667,Copiah,39059
Decatur,MS,Mississippi,32.43944,-89.11194,Newton,39327
De Kalb,MS,Mississippi,32.76972,-88.65028,Kemper,39328
Derma,MS,Mississippi,33.85667,-89.28639,Calhoun,38839
Diamondhead,MS,Mississippi,30.38333,-89.37278,Hancock,39525
D'Iberville,MS,Mississippi,30.43694,-88.8975,Harrison,39540
D'Lo,MS,Mississippi,31.98667,-89.90111,Simpson,39062
Doddsville,MS,Mississippi,33.6575,-90.52417,Sunflower,38736
Drew,MS,Mississippi,33.81,-90.53056,Sunflower,38737-38738
Duck Hill,MS,Mississippi,33.63194,-89.71472,Montgomery,38925
Dumas,MS,Mississippi,34.63444,-88.84778,Tippah,38625
Duncan,MS,Mississippi,34.04222,-90.74667,Bolivar,38740
Durant,MS,Mississippi,33.07639,-89.85639,Holmes,39063
Ecru,MS,Mississippi,34.35556,-89.0275,Pontotoc,38841
Eden,MS,Mississippi,32.98583,-90.32333,Yazoo,null
Edwards,MS,Mississippi,32.33083,-90.60417,Hinds,39066
Ellisville,MS,Mississippi,31.60111,-89.20222,Jones,39437
Enterprise,MS,Mississippi,0,0,null,null
Ethel,MS,Mississippi,33.12361,-89.46528,Attala,39067
Eupora,MS,Mississippi,33.54167,-89.27222,Webster,39744
Falcon,MS,Mississippi,34.39333,-90.25583,Quitman,38628
Falkner,MS,Mississippi,34.84361,-88.93333,Tippah,38629
Farmington,MS,Mississippi,34.92472,-88.43583,Alcorn,38834
Fayette,MS,Mississippi,31.71111,-91.06222,Jefferson,"39069, 39081"
Flora,MS,Mississippi,32.54306,-90.31194,Madison,39071
Florence,MS,Mississippi,32.15389,-90.12194,Rankin,39073
Flowood,MS,Mississippi,32.31667,-90.11472,Rankin,39232
Forest,MS,Mississippi,32.36361,-89.47528,Scott,39074
French Camp,MS,Mississippi,33.29389,-89.40028,Choctaw,39745
Friars Point,MS,Mississippi,34.36611,-90.63694,Coahoma,38631
Fulton,MS,Mississippi,34.26611,-88.40139,Itawamba,38843
Gattman,MS,Mississippi,33.885,-88.23361,Monroe,38844
Gautier,MS,Mississippi,30.38167,-88.64417,Jackson,39553
George,MS,Mississippi,0,0,null,null
Glen,MS,Mississippi,34.86,-88.41861,Alcorn,38846
Glendora,MS,Mississippi,33.82944,-90.29333,Tallahatchie,38928
Gloster,MS,Mississippi,31.19694,-91.01917,Amite,39638
Golden,MS,Mississippi,34.48722,-88.1875,Tishomingo,null
Goodman,MS,Mississippi,32.96806,-89.9125,Holmes,39079
Greenville,MS,Mississippi,33.39861,-91.04833,Washington,"38701–38704, 38731"
Greenwood,MS,Mississippi,33.51861,-90.18389,Leflore,"38930, 38935"
Grenada,MS,Mississippi,33.775,-89.80889,Grenada,38901-38902
Gulfport,MS,Mississippi,30.40167,-89.07611,Harrison,"39501-39503, 39505-39507"
Gunnison,MS,Mississippi,33.9425,-90.94611,Bolivar,38746
Gun,MS,Mississippi,0,0,null,null
Hatley,MS,Mississippi,33.97972,-88.42611,Monroe,38821
Hattiesburg,MS,Mississippi,31.31583,-89.30861,Forrest,"39401-39404, 39406, 39407"
Hazlehurst,MS,Mississippi,31.865,-90.39139,Copiah,39083
Heidelberg,MS,Mississippi,31.89111,-88.99083,Jasper,39439
Hernando,MS,Mississippi,34.83083,-89.99361,DeSoto,38632
Hickory,MS,Mississippi,32.31694,-89.02333,Newton,39332
Hickory Flat,MS,Mississippi,34.61806,-89.18889,Benton,38633
Hollandale,MS,Mississippi,33.17333,-90.85528,Washington,38748
Holly Springs,MS,Mississippi,34.77333,-89.44639,Marshall,"38634, 38635, 38649"
Horn Lake,MS,Mississippi,34.95861,-90.04306,DeSoto,38637
Houston,MS,Mississippi,33.89806,-89.00167,Chickasaw,38851
Indianola,MS,Mississippi,33.452889,-90.651028,Sunflower,38751
Inverness,MS,Mississippi,33.35278,-90.59194,Sunflower,38753
Isola,MS,Mississippi,33.2625,-90.59361,Humphreys,38754
Itta Bena,MS,Mississippi,33.49583,-90.32222,Leflore,38941
Iuka,MS,Mississippi,34.81056,-88.19583,Tishomingo,38852
Jackson,MS,Mississippi,32.29889,-90.18472,Hinds,39200-39299
Jones,MS,Mississippi,0,0,null,null
Jumper,MS,Mississippi,0,0,null,null
Kilmichael,MS,Mississippi,33.44222,-89.56972,Montgomery,39747
Kosciusko,MS,Mississippi,33.05806,-89.58833,Attala,39090
Kossuth,MS,Mississippi,34.87444,-88.64417,Alcorn,38834
Lake,MS,Mississippi,32.34333,-89.32806,Newton,39092
Lambert,MS,Mississippi,34.20194,-90.28306,Quitman,38643
Laurel,MS,Mississippi,31.6975,-89.13944,Jones,39440–39443
Leakesville,MS,Mississippi,31.15389,-88.55583,Greene,39451
Learned,MS,Mississippi,32.19778,-90.54722,Hinds,39154
Leland,MS,Mississippi,33.405,-90.89722,Washington,38756
Lena,MS,Mississippi,32.58944,-89.59472,Leake,39094
Lexington,MS,Mississippi,33.11444,-90.05111,Holmes,39095
Liberty,MS,Mississippi,31.16083,-90.80389,Amite,39645
Long Beach,MS,Mississippi,30.3525,-89.15972,Harrison,39560
Louin,MS,Mississippi,32.07222,-89.25778,Jasper,39338
Louise,MS,Mississippi,32.98167,-90.59167,Humphreys,39097
Louisville,MS,Mississippi,33.12306,-89.05611,Winston,39339
Lucedale,MS,Mississippi,30.92472,-88.59056,George,39452
Lula,MS,Mississippi,34.45361,-90.47806,Coahoma,38644
Lumberton,MS,Mississippi,31.00389,-89.45361,Lamar,39455
Lyon,MS,Mississippi,34.21722,-90.54111,Coahoma,38645
Maben,MS,Mississippi,33.55667,-89.08361,Oktibbeha,39750
McComb,MS,Mississippi,31.2444722,-90.4715917,Pike,39648-39649
McCool,MS,Mississippi,33.19833,-89.34306,Attala,39108
McLain,MS,Mississippi,31.105,-88.82389,Greene,39456
Macon,MS,Mississippi,33.1125,-88.56111,Noxubee,39341
Madison,MS,Mississippi,32.45694,-90.10861,Madison,"39110, 39130"
Magee,MS,Mississippi,31.87278,-89.73361,Simpson,39111
Magnolia,MS,Mississippi,31.14917,-90.46139,Pike,39652
Mantachie,MS,Mississippi,34.33083,-88.49333,Itawamba,38855
Mantee,MS,Mississippi,33.73056,-89.06,Webster,null
Marietta,MS,Mississippi,34.50111,-88.47111,Prentiss,38856
Marion,MS,Mississippi,32.42222,-88.64722,Lauderdale,39342
Marks,MS,Mississippi,34.255,-90.27278,Quitman,38646
Mathiston,MS,Mississippi,33.53667,-89.12667,Choctaw,39752
Mayersville,MS,Mississippi,32.90111,-91.05056,Issaquena,39113
Meadville,MS,Mississippi,31.47306,-90.89083,Franklin,39653
Mendenhall,MS,Mississippi,31.96111,-89.8675,Simpson,39114
Meridian,MS,Mississippi,32.37472,-88.70417,Lauderdale,39301-39307
Merigold,MS,Mississippi,33.83806,-90.72694,Bolivar,38759
Metcalfe,MS,Mississippi,33.45389,-91.00722,Washington,38760
Mize,MS,Mississippi,31.86722,-89.55444,Smith,39116
Monticello,MS,Mississippi,31.55417,-90.11,Lawrence,39654
Montrose,MS,Mississippi,32.12417,-89.23556,Jasper,39338
Moorhead,MS,Mississippi,33.44917,-90.50472,Sunflower,38761
Morgan,MS,Mississippi,0,0,null,null
Morton,MS,Mississippi,32.34917,-89.65444,Scott,39117
Moss Point,MS,Mississippi,30.411744,-88.534355,Jackson,"39562, 39563, 39581"
Mound Bayou,MS,Mississippi,33.88056,-90.72806,Bolivar,38762
Mount Olive,MS,Mississippi,31.75667,-89.65361,Covington,39119
Myrtle,MS,Mississippi,34.55806,-89.1175,Union,38650
Natchez,MS,Mississippi,31.55444,-91.3875,Adams,39120-39122
Nettleton,MS,Mississippi,34.08833,-88.62278,Lee,null
New Albany,MS,Mississippi,34.49222,-89.00944,Union,38652
New Augusta,MS,Mississippi,31.20417,-89.03194,Perry,39462
New Hebron,MS,Mississippi,31.73306,-89.98194,Lawrence,39140
New Houlka,MS,Mississippi,34.03639,-89.02,Chickasaw,null
Newton,MS,Mississippi,32.32139,-89.16333,Newton,39345
North Carrollton,MS,Mississippi,33.51806,-89.92,Carroll,38947
Noxapater,MS,Mississippi,32.99222,-89.06389,Winston,39346
Oakland,MS,Mississippi,34.05583,-89.91444,Yalobusha,38948
Ocean Springs,MS,Mississippi,30.41,-88.7975,Jackson,39564-39566
Okolona,MS,Mississippi,34.00583,-88.75056,Chickasaw,38860
Olive Branch,MS,Mississippi,34.96028,-89.84167,DeSoto,38654
Osyka,MS,Mississippi,31.00722,-90.47111,Pike,39657
Oxford,MS,Mississippi,34.35972,-89.52611,Lafayette,38655
Pace,MS,Mississippi,33.79167,-90.85833,Bolivar,38764
Pachuta,MS,Mississippi,32.04111,-88.88361,Clarke,39347
Paden,MS,Mississippi,34.65972,-88.26444,Tishomingo,38873
Pascagoula,MS,Mississippi,30.36361,-88.54194,Jackson,39567-39581
Pass Christian,MS,Mississippi,30.32444,-89.24722,Harrison,39571
Pearl,MS,Mississippi,32.27194,-90.10528,Rankin,39208
Pelahatchie,MS,Mississippi,32.31306,-89.79861,Rankin,39145
Petal,MS,Mississippi,31.34667,-89.25556,Forrest,39465
Philadelphia,MS,Mississippi,32.77417,-89.11278,Neshoba,39350
Picayune,MS,Mississippi,30.52806,-89.68028,Pearl River,39466
Pickens,MS,Mississippi,32.88667,-89.97,Holmes,39146
Pittsboro,MS,Mississippi,33.93861,-89.33861,Calhoun,38951
Plantersville,MS,Mississippi,34.21167,-88.66361,Lee,38862
Polkville,MS,Mississippi,32.19639,-89.695,Smith,null
Pontotoc,MS,Mississippi,34.24861,-89.00667,Pontotoc,38863
Pope,MS,Mississippi,34.215,-89.94417,Panola,38658
Poplarville,MS,Mississippi,30.84056,-89.53389,Pearl River,39470
Port Gibson,MS,Mississippi,31.95611,-90.98306,Claiborne,39150
Potts Camp,MS,Mississippi,34.64806,-89.30472,Marshall,38659
Prentiss,MS,Mississippi,31.59694,-89.86972,Jefferson Davis,39474
Puckett,MS,Mississippi,32.08306,-89.77778,Rankin,39151
Purvis,MS,Mississippi,31.1425,-89.40778,Lamar,39475
Quitman,MS,Mississippi,32.04306,-88.72083,Clarke,39355
Raleigh,MS,Mississippi,32.03306,-89.52278,Smith,39153
Raymond,MS,Mississippi,32.25833,-90.41556,Hinds,39154
Renova,MS,Mississippi,33.78028,-90.72278,Bolivar,null
Richland,MS,Mississippi,32.22972,-90.15972,Rankin,"39073, 39208, 39218, 39232"
Richton,MS,Mississippi,31.34944,-88.93861,Perry,39476
Ridgeland,MS,Mississippi,32.41889,-90.125,Madison,39157-39158
Rienzi,MS,Mississippi,34.76472,-88.52917,Alcorn,38865
Ripley,MS,Mississippi,34.7325,-88.94694,Tippah,38663
Rolling Fork,MS,Mississippi,32.90639,-90.87806,Sharkey,39159
Rosedale,MS,Mississippi,33.85361,-91.02694,Bolivar,38769
Roxie,MS,Mississippi,31.50528,-91.06722,Franklin,39661
Ruleville,MS,Mississippi,33.72694,-90.54917,Sunflower,38771
Sallis,MS,Mississippi,33.02056,-89.76444,Attala,39160
Saltillo,MS,Mississippi,34.37306,-88.68944,Lee,38866
Sandersville,MS,Mississippi,31.78556,-89.03444,Jones,39477
Sardis,MS,Mississippi,34.43556,-89.91667,Panola,38666
Satartia,MS,Mississippi,32.67028,-90.54611,Yazoo,39162
Schlater,MS,Mississippi,33.64028,-90.34722,Leflore,38952
Scooba,MS,Mississippi,32.828194,-88.476417,Kemper,39358
Sebastopol,MS,Mississippi,32.57278,-89.33611,Leake,39359
Seminary,MS,Mississippi,31.56222,-89.49694,Covington,39479
Senatobia,MS,Mississippi,34.61639,-89.96944,Tate,38668
Shannon,MS,Mississippi,34.11694,-88.70139,Lee,38868
Shaw,MS,Mississippi,33.60167,-90.77083,Bolivar,38773
Shelby,MS,Mississippi,33.94917,-90.76528,Bolivar,38774
Sherman,MS,Mississippi,34.36056,-88.83861,Lee,38869
Shubuta,MS,Mississippi,31.86083,-88.70056,Clarke,39360
Shuqualak,MS,Mississippi,32.98028,-88.56889,Noxubee,39361
Sidon,MS,Mississippi,33.40806,-90.20889,Leflore,null
Silver,MS,Mississippi,0,0,null,null
Silver Creek,MS,Mississippi,31.60472,-90.00167,Lawrence,39663
Slate Springs,MS,Mississippi,33.74222,-89.37278,Calhoun,null
Sledge,MS,Mississippi,34.43306,-90.22,Quitman,null
Smithville,MS,Mississippi,34.06861,-88.39556,Monroe,38870
Snow Lake Shores,MS,Mississippi,34.82389,-89.24167,Benton,38603
Soso,MS,Mississippi,31.75444,-89.27417,Jones,39480
Southaven,MS,Mississippi,34.96667,-89.98722,DeSoto,38671-38672
Starkville,MS,Mississippi,33.4625,-88.82,Oktibbeha,39759-39760
State Line,MS,Mississippi,31.43778,-88.47611,Greene,39362
Stonewall,MS,Mississippi,32.13389,-88.7925,Clarke,39363
Sturgis,MS,Mississippi,33.34389,-89.04667,Oktibbeha,39769
Summit,MS,Mississippi,31.28389,-90.46833,Pike,39666
Sumner,MS,Mississippi,33.97,-90.36972,Tallahatchie,38957
Sumrall,MS,Mississippi,31.41861,-89.54639,Lamar,39482
Sunflower,MS,Mississippi,33.54528,-90.5375,Sunflower,38778
Sylvarena,MS,Mississippi,32.01056,-89.38222,Smith,39153
Taylor,MS,Mississippi,34.26917,-89.58389,Lafayette,38673
Taylorsville,MS,Mississippi,31.83,-89.43028,Smith,39168
Tchula,MS,Mississippi,33.18083,-90.2225,Holmes,39169
Terry,MS,Mississippi,32.10139,-90.29444,Hinds,39170
Thaxton,MS,Mississippi,34.30306,-89.17194,Pontotoc,38871
Tishomingo,MS,Mississippi,34.63472,-88.23,Tishomingo,38873
Toccopola,MS,Mississippi,34.25583,-89.23444,Pontotoc,null
Tremont,MS,Mississippi,34.23139,-88.24722,Itawamba,38876
Tunica,MS,Mississippi,34.68889,-90.38056,Tunica,38676
Tupelo,MS,Mississippi,34.25972,-88.72583,Lee,"38801, 38804, 38826, 38866"
Tutwiler,MS,Mississippi,34.01472,-90.43167,Tallahatchie,38963
Tyler,MS,Mississippi,0,0,null,null
Union,MS,Mississippi,32.57139,-89.11806,Neshoba,39365
Utica,MS,Mississippi,32.10333,-90.62222,Hinds,39175
Vaiden,MS,Mississippi,33.33167,-89.74694,Carroll,39176
Vardaman,MS,Mississippi,33.87972,-89.17694,Calhoun,38878
Verona,MS,Mississippi,34.18833,-88.71806,Lee,38879
Vicksburg,MS,Mississippi,32.33611,-90.87528,Warren,39180-39183
Walls,MS,Mississippi,34.96,-90.15,DeSoto,null
Walnut,MS,Mississippi,34.94917,-88.90972,null,38683
Walnut Grove,MS,Mississippi,32.59583,-89.45889,Leake,39189
Walthall,MS,Mississippi,33.60667,-89.27889,Webster,39771
Water Valley,MS,Mississippi,34.15361,-89.63111,Yalobusha,38965
Waveland,MS,Mississippi,30.28972,-89.38361,Hancock,39576
Waynesboro,MS,Mississippi,31.67389,-88.64361,Wayne,39367
Webb,MS,Mississippi,33.94694,-90.34528,Tallahatchie,38966
Weir,MS,Mississippi,33.26333,-89.28944,Choctaw,39772
Wesson,MS,Mississippi,31.69917,-90.39694,Copiah,39191
West,MS,Mississippi,33.19694,-89.77722,Holmes,39192
West Point,MS,Mississippi,33.60611,-88.6525,Clay,39773
Wiggins,MS,Mississippi,30.85861,-89.13778,Stone,39577
Winona,MS,Mississippi,33.48889,-89.73139,Montgomery,38967
Winstonville,MS,Mississippi,33.91167,-90.75278,Bolivar,38781
Woodland,MS,Mississippi,33.77917,-89.05111,Chickasaw,39776
Woodville,MS,Mississippi,31.10278,-91.29972,Wilkinson,39669
Yazoo,MS,Mississippi,32.85639,-90.4075,Yazoo,39194
Adrian,MO,Missouri,38.39694,-94.35222,Bates,64720
Advance,MO,Missouri,37.10417,-89.91167,Stoddard,63730
Agency,MO,Missouri,39.64861,-94.74444,Buchanan,64401
Airport Drive,MO,Missouri,37.14167,-94.51444,Jasper,null
Alba,MO,Missouri,37.23611,-94.41722,Jasper,64830
Albany,MO,Missouri,40.24806,-94.33083,Gentry,64402
Aldrich,MO,Missouri,37.54861,-93.55028,Polk,65601
Alexandria,MO,Missouri,40.35972,-91.45778,Clark,63430
Allendale,MO,Missouri,40.48556,-94.28861,Worth,64420
Allenville,MO,Missouri,37.22167,-89.7575,Cape Girardeau,null
